Kaina	Miestas	Rajonas	M2K	M2Vid	Gr4	Kamb	Tipas	Fizine	Remontas	Sodai	Ireng	Irengtumas	Statyba	Stat	Mur	Ntipas	Nplotas	Splotas	Atstumas iki centro (km)	AtsInt	Baldai	Metai	Nuoroda	Skelbimas
449000	Vilnius	Pilaite	3161.971831	3192.582108	3	4	Kotedzas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	142	3	9.1	2	0	1997	http://www.aruodas.lt/namas/vilniuje/parduodamas-kotedzas-pilaiteje-bitenu-g-gera-v/2-239646	file:///C:/Users/Dovile/Desktop/Namai/197.htm
890000	Vilnius	Pilaite	5562.5	3192.582108	3	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	160	10	8	2	1	2007	http://www.aruodas.lt/namas/vilniuje/puikus-pasiulymas-ieskantiems-pilnai-irengto-namo/2-238419	file:///C:/Users/Dovile/Desktop/Namai/198.htm
730000	Vilnius	Pilaite	2159.763314	3192.582108	3	6	Kotedzas	4	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	338	8	9.81	2	1	1998	http://www.aruodas.lt/namas/vilniuje/parduodame-338-kv-m-bendro-ploto-1998-metu-statyb/2-235986	file:///C:/Users/Dovile/Desktop/Namai/199.htm
600000	Vilnius	Pilaite	4511.278195	3192.582108	3	4	Kotedzas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	133	2	9.1	2	1	1995	http://www.aruodas.lt/namas/vilniuje/pirmame-aukste-miegamasis-is-miegamojo-yra-isejim/2-214865	file:///C:/Users/Dovile/Desktop/Namai/200.htm
899999	Vilnius	Kalnenai	3422.04943	3810.864566	1	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	263	10	6.53	2	0	2011	http://www.aruodas.lt/namas/vilniuje/apie-nama-parduodamas-erdvus-ir-siuolaikiskas-2-6/2-243185	file:///C:/Users/Dovile/Desktop/Namai/201.htm
720000	Vilnius	Kalnenai	3364.485981	3810.864566	1	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	214	6	6.9	2	0	2010	http://www.aruodas.lt/namas/vilniuje/pilna-daline-apdaila-214-kvm-namas-atskira-val/2-243149	file:///C:/Users/Dovile/Desktop/Namai/86.htm
490000	Vilnius	Kalnenai	3426.573427	3810.864566	1	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	143	4	6.8	2	0	2010	http://www.aruodas.lt/namas/vilniuje/patrauklus-pasiulymas-uz-superine-kaina-kalne/2-244602	file:///C:/Users/Dovile/Desktop/Namai/87.htm
440000	Vilnius	Kalnenai	2417.582418	3810.864566	1	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	182	5.5	6.26	2	0	2011	http://www.aruodas.lt/namas/vilniuje/dvieju-aukstu-namas-1-8-2-kvm-5-kambariai/2-246858	file:///C:/Users/Dovile/Desktop/Namai/147.htm
790000	Vilnius	Kalnenai	3950	3810.864566	1	5	Namas	3	Reikia	0	2	Dalinai irengtas	Nauja	1	Murinis	Murinis	200	11	6.8	2	0	2009	http://www.aruodas.lt/namas/vilniuje/jei-statytumete-nama-patys-kokybes-atzvilgiu-jis/2-248275	file:///C:/Users/Dovile/Desktop/Namai/152.htm
850000	Vilnius	Kalnenai	3863.636364	3810.864566	1	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	220	8.5	6.53	2	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-yra-netoli-vilniaus-senamiescio/2-248193	file:///C:/Users/Dovile/Desktop/Namai/202.htm
360000	Vilnius	Kalnenai	3000	3810.864566	1	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	120	3	7.36	2	0	2011	http://www.aruodas.lt/namas/vilniuje/kotedzas-su-zemes-sklypu-uz-buto-kaina-italu-gat/2-246055	file:///C:/Users/Dovile/Desktop/Namai/203.htm
497000	Vilnius	Kalnenai	4008.064516	3810.864566	1	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	124	7.31	6.8	2	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-2ju-aukstu-4iu-kambariu-124-kvm/2-243658	file:///C:/Users/Dovile/Desktop/Namai/204.htm
1250000	Vilnius	Kalnenai	3847.337642	3810.864566	1	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	324.9	10.82	7.54	2	0	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-6-kambariu-324-m-namas-kalnenu-gyven/2-238836	file:///C:/Users/Dovile/Desktop/Namai/205.htm
1200000	Vilnius	Kalnenai	8888.888889	3810.864566	1	4	Kotedzas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	135	6	6.9	2	1	2009	http://www.aruodas.lt/namas/vilniuje/kalnenai-prancuzu-g-skalos-4-etapas-parduoda/2-215267	file:///C:/Users/Dovile/Desktop/Namai/207.htm
595000	Vilnius	Kalnenai	2342.519685	3810.864566	1	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	254	3	6	2	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodami-nauji-kotedzai-naujame-kalnenu-kvartale/2-191124	file:///C:/Users/Dovile/Desktop/Namai/208.htm
548000	Vilnius	Kalnenai	3321.212121	3810.864566	1	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	165	4	6.8	2	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-165-kvm-5-kambariu-kotedzas-kalnenu/2-186164	file:///C:/Users/Dovile/Desktop/Namai/209.htm
830000	Vilnius	Kalnenai	3688.888889	3810.864566	1	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	225	13	6.53	2	0	2008	http://www.aruodas.lt/namas/vilniuje/vilniaus-m-priesais-kalnenu-gyvenviete-topoliu/2-144293	file:///C:/Users/Dovile/Desktop/Namai/210.htm
299000	Vilnius	Zemieji Paneriai	7119.047619	3048.692006	3	2	Namas	1	Reikia	0	2	Irengtas	Nenauja	0	Nemurinis	Medinis	42	11	8.51	2	0	1956	http://www.aruodas.lt/namas/vilniuje/rami-grazi-vietasalia-nera-judrios-gatves-patog/2-186739	file:///C:/Users/Dovile/Desktop/Namai/41.html
220000	Vilnius	Zemieji Paneriai	4150.943396	3048.692006	3	2	Namas	1	Reikia	0	2	Árengtas	Nenauja	0	Nemurinis	Medinis	53	7.65	9	2	0	1940	http://www.aruodas.lt/namas/vilniuje/parduodamas-765-aro-namu-valdos-zemes-sklypas-uz/2-242920	file:///C:/Users/Dovile/Desktop/Namai/48.htm
400000	Vilnius	Zemieji Paneriai	3076.923077	3048.692006	3	6	Namas	1	Reikia	0	2	Irengtas	Nenauja	0	Mûrinis	Murinis	130	7.2	8.51	2	0	1974	http://www.aruodas.lt/namas/vilniuje/parduodamas-murinis-2-aukstu-13-m-sublokuotas/2-235768	file:///C:/Users/Dovile/Desktop/Namai/49.htm
579000	Vilnius	Zemieji Paneriai	2896.448224	3048.692006	3	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	199.9	3	10.5	3	0	2010	http://www.aruodas.lt/namas/vilniuje/siam-objektui-taikomos-spec-kreditavimo-salygos/2-242214	file:///C:/Users/Dovile/Desktop/Namai/50.htm
265000	Vilnius	Zemieji Paneriai	1606.060606	3048.692006	3	3	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Blokinis	165	1	9	2	1	2009	http://www.skelbiu.lt/skelbimai/parduodamas-naujas-irengtas-parduodamas-naujas-12353122.html	file:///C:/Users/Dovile/Desktop/Namai/64.html
255000	Vilnius	Zemieji Paneriai	1500	3048.692006	3	4	Kotedzas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	170	6	8.62	2	1	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujos-statybos-kotedzas-pilnai-ireng/2-237537	file:///C:/Users/Dovile/Desktop/Namai/123.htm
197000	Vilnius	Zemieji Paneriai	2238.636364	3048.692006	3	3	Kotedzas	2	Nereikia	0	3	Irengtas	Nenauja	0	Nemurinis	Medinis	88	9	11.2	3	1	1940	http://www.aruodas.lt/namas/vilniuje/parduodamas-namo-dalis-vilniuje-baravyku-g-rastin/2-244320	file:///C:/Users/Dovile/Desktop/Namai/9.html
429000	Vilnius	Zemieji Paneriai	2560.276916	3048.692006	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	167.56	8	7.86	2	0	2011	http://www.aruodas.lt/namas/vilniuje/uz-itin-patrauklia-kaina-parduodamas-dviaukstis-na/2-246062	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/ZemP1.htm
379000	Vilnius	Zemieji Paneriai	2289.891849	3048.692006	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	165.51	7.5	7.86	2	0	2010	http://www.aruodas.lt/namas/vilniuje/siulome-jums-neitiketina-galimybe-tik-uz-lt-isigyt/2-247145	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/ZemP2.htm
315000	Vilnius	Pavilnys	3563.348416	2993.028667	3	3	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	88.4	3	8.82	2	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-kotedzas-pavilnyje-dziaugsmo-gatveje/2-245873	file:///C:/Users/Dovile/Desktop/Namai/99.htm
950000	Vilnius	Pavilnys	2479.123173	2993.028667	3	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	383.2	11.56	8.82	2	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-38319-kv-m-bendro-ploto-namas-paviln/2-244801	file:///C:/Users/Dovile/Desktop/Namai/85.htm
999999	Vilnius	Pavilnys	4166.6625	2993.028667	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	240	7	9.55	2	0	2009	http://www.skelbiu.lt/skelbimai/vilnius-pavilnys-namas-modernioje-gyvenvieteje-12458994.html	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil11.htm
385000	Vilnius	Pavilnys	2566.666667	2993.028667	3	4	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Blokinis	150	6	7.3	2	0	2009	http://www.skelbiu.lt/skelbimai/parduodamas-namas-pavilnyje-guriu-parduodamas-12353169.html	file:///C:/Users/Dovile/Desktop/Namai/73.htm
177000	Vilnius	Pavilnys	1439.02439	2993.028667	3	5	Namas	1	Reikia	1	2	Irengtas	Nenauja	0	Murinis	Murinis	123	6	7.15	2	0	1997	http://www.skelbiu.lt/skelbimai/bendras-busto-plotas-bendras-busto-plotas-su-12342868.html	file:///C:/Users/Dovile/Desktop/Namai/26.html
420000	Vilnius	Pavilnys	2333.333333	2993.028667	3	5	Namas	3	Reikia	0	2	Irengtas	Nauja	1	Nemurinis	Medinis	180	14.4	9.5	2	0	2004	http://www.skelbiu.lt/skelbimai/adresas-vilnius-adresas-vilnius-sebastijoniskiu-g-12357138.html	
450000	Vilnius	Pavilnys	1018.191692	2993.028667	3	5	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	441.96	68	9.66	2	0	1995	http://www.skelbiu.lt/skelbimai/parduodamas-250-kv-m-murinis-parduodamas-250-kv-m-12329675.html	file:///C:/Users/Dovile/Desktop/Namai/12.html
549000	Vilnius	Pavilnys	2678.04878	2993.028667	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	205	7	11.2	3	0	2011	http://www.skelbiu.lt/skelbimai/cia-gali-buti-jusu-svajoniu-namai-cia-gali-buti-12257926.html	file:///C:/Users/Dovile/Desktop/Namai/14.html
353000	Vilnius	Pavilnys	3209.090909	2993.028667	3	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	110	4	11	3	0	2011	http://www.skelbiu.lt/skelbimai/kotedzas-zemoji-92-5997909.html	file:///C:/Users/Dovile/Desktop/Namai/6.html
566999	Vilnius	Pavilnys	3003.649944	2993.028667	3	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	188.77	3.13	8.82	2	0	2009	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujas-2-a-18877-kvm-kotedzo-tipo/2-234300	file:///C:/Users/Dovile/Desktop/Namai/kotedzas-zemoji-92-5997909.html
650000	Vilnius	Pavilnys	5603.448276	2993.028667	3	3	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	116	6.6	7.53	2	1	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-116-m-individualus-namas-pavilnyje-g/2-229778	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil1.htm
385000	Vilnius	Pavilnys	2264.705882	2993.028667	3	4	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Murinis	170	6	7.53	2	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-pavilnyje-guriu-sodu-g-nama/2-207999	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil2.htm
545000	Vilnius	Pavilnys	3892.857143	2993.028667	3	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	140	4	9	2	0	2010	http://www.aruodas.lt/namas/vilniuje/kokybe-uz-patrauklia-kaina-parduodu-naujus-14/2-247269	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil3.htm
779000	Vilnius	Pavilnys	2634.96144	2993.028667	3	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	295.64	12.52	11	3	0	2011	http://www.aruodas.lt/namas/vilniuje/vieno-auksto-29564-m2-bendro-ploto-erdvus-praban/2-211732	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil4.htm
210000	Vilnius	Pavilnys	1173.184358	2993.028667	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	179	5.4	7.53	2	0	2008	http://www.aruodas.lt/namas/vilniuje/murinis-namas-pavilnyje-dziaugsmo-g-12-km-nu/2-248410	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil5.htm
390000	Vilnius	Pavilnys	5571.428571	2993.028667	3	3	Kotedzas	4	Nereikia	0	3	Irengtas	Nenauja	0	Nemurinis	Medinis	70	9.15	6.06	2	1	1940	http://www.aruodas.lt/namas/vilniuje/namo-dalis-du-ivaziavimaigarazas-siltnamis-uki/2-216656	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil6.htm
470000	Vilnius	Pavilnys	4432.289702	2993.028667	3	3	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	106.04	5.94	6.67	2	1	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikus-namas-pavilnyje-guriu-sodu-11/2-247568	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil7.htm
555000	Vilnius	Pavilnys	2983.870968	2993.028667	3	5	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	186	6.2	7.53	2	1	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-irengtas-namas-gera-strategi/2-219246	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil8.htm
380000	Vilnius	Pavilnys	1853.658537	2993.028667	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	205	7	7	2	0	2011	http://www.aruodas.lt/namas/vilniuje/geriausia-kaina-uz-kokybiska-nama-puikus-namas/2-221850	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil9.htm
449000	Vilnius	Grigiskes	2357.326613	2991.622523	3	5	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Blokinis	190.47	4	19.9	4	1	2009	http://www.skelbiu.lt/skelbimai/parduodamas-190-kv-m-5-k-namas-su-parduodamas-190-11587517.html	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pavil10.htm
660000	Vilnius	Grigiskes	3750	2991.622523	3	5	Namas	3	Reikia	0	2	Dalinai irengtas	Nauja	1	Murinis	Blokinis	176	8	16	4	0	2011	http://www.skelbiu.lt/skelbimai/parduodamas-naujos-parduodamas-naujos-statybos-12342503.html	file:///C:/Users/Dovile/Desktop/Namai/parduodamas-190-kv-m-5-k-namas-su-parduodamas-190-11587517.html
849000	Vilnius	Grigiskes	4245	2991.622523	3	5	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	200	14	18.7	4	1	1997	http://www.skelbiu.lt/skelbimai/parduodamas-irengtas-2-a-180-kv-parduodamas-12353164.html	file:///C:/Users/Dovile/Desktop/Namai/15.html
680000	Vilnius	Grigiskes	4963.50365	2991.622523	3	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	137	5.5	18	4	0	2005	http://www.aruodas.lt/namas/vilniuje/parduodamas-25m-statybos-gyvenamasis-namas-pi/2-243387	file:///C:/Users/Dovile/Desktop/Namai/65.html
980000	Vilnius	Grigiskes	4066.390041	2991.622523	3	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	241	21	19	4	0	2010	http://www.skelbiu.lt/skelbimai/parduodamas-namas-salia-didziulio-ezero-12525801.html	file:///C:/Users/Dovile/Desktop/Namai/84.htm
320000	Vilnius	Grigiskes	2191.780822	2991.622523	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	146	4	17	4	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujai-pastatytas-namas-grigiskese/2-235566	file:///C:/Users/Dovile/Desktop/Namai/116.html
169000	Vilnius	Grigiskes	1690	2991.622523	3	4	Namas	2	Nereikia	1	3	Irengtas	Nenauja	0	Murinis	Murinis	100	7	18	4	1	1991	http://www.aruodas.lt/namas/vilniuje/skubiai-ir-pigiai-grigiskese-sodu-bendrijoje-kait/2-224718	file:///C:/Users/Dovile/Desktop/Namai/212.htm
410000	Vilnius	Grigiskes	1990.291262	2991.622523	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	206	7.5	18	4	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-erdvus-namas-salia-misko-ramioje-tac/2-248584	file:///C:/Users/Dovile/Desktop/Namai/213.htm
359000	Vilnius	Grigiskes	1221.088435	2991.622523	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	294	8.5	15.9	4	0	2009	http://www.aruodas.lt/namas/vilniuje/parduodamas-erdvus-ir-funkcionaliai-isplanuotas-pe/2-244810	file:///C:/Users/Dovile/Desktop/Namai/215.htm
480000	Vilnius	Grigiskes	2364.53202	2991.622523	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	203	7.5	16	4	0	2006	http://www.aruodas.lt/namas/vilniuje/parduodamas-23-kvm-kotedzas-grigiskese-namui-p/2-243310	file:///C:/Users/Dovile/Desktop/Namai/216.htm
760000	Vilnius	Grigiskes	5000	2991.622523	3	5	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	152	14	17	4	0	1980	http://www.aruodas.lt/namas/vilniuje/namo-plotas-152-kv-m-zemes-sklypo-14-a-apl/2-227132	file:///C:/Users/Dovile/Desktop/Namai/217.htm
230000	Vilnius	Grigiskes	1095.238095	2991.622523	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Nemurinis	Medinis	210	7.35	15.9	4	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujai-pastatytas-namas-vilniuje-gri/2-223465	file:///C:/Users/Dovile/Desktop/Namai/218.htm
299000	Vilnius	Grigiskes	2847.619048	2991.622523	3	4	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Nemurinis	Medinis	105	6.3	17	4	0	2005	http://www.aruodas.lt/namas/vilniuje/parduodamas-gyvenamas-namas-vienas-km-uz-grigiski/2-215269	file:///C:/Users/Dovile/Desktop/Namai/219.htm
1499000	Vilnius	Grigiskes	5924.901186	2991.622523	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	253	12	15	4	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-individualus-gyvenamasis-namas-ant/2-126147	file:///C:/Users/Dovile/Desktop/Namai/220.htm
350000	Vilnius	Grigiskes	1166.666667	2991.622523	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	300	20	14.1	4	0	2006	http://www.aruodas.lt/namas/vilniuje/parduodamas-pradetas-statyti-namas-2-aru-sklype-l/2-151819	file:///C:/Users/Dovile/Desktop/Namai/221.htm
940000	Vilnius	Naujoji Vilnia	2043.478261	2418.313716	4	6	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	460	9	12	3	1	1996	http://www.skelbiu.lt/skelbimai/parduodama-namas-6-parduodama-namas-6-kambariu-12355712.html	file:///C:/Users/Dovile/Desktop/Namai/222.htm
629000	Vilnius	Naujoji Vilnia	2516	2418.313716	4	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	250	12.6	13.4	3	1	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikus-namas-naujojoje-vilnioje-vide/2-217758	file:///C:/Users/Dovile/Desktop/Namai/7.html
315000	Vilnius	Naujoji Vilnia	1944.444444	2418.313716	4	5	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Blokinis	162	6.3	14.5	3	0	2008	http://www.aruodas.lt/namas/vilniuje/is-fibo-bloku-gelzbetonines-pertvarosplastikinia/2-120308	file:///C:/Users/Dovile/Desktop/Namai/83.htm
499999	Vilnius	Naujoji Vilnia	3048.77439	2418.313716	4	4	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	164	6	10.3	3	1	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-164m2-kompaktiskas-namas-apsildytas-1/2-248285	file:///C:/Users/Dovile/Desktop/Namai/82.htm
690000	Vilnius	Naujoji Vilnia	2719.747734	2418.313716	4	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	253.7	8.11	12.5	3	0	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-6-kambariu-253-kv-m-namas-ir-49-kv-m/2-231948	file:///C:/Users/Dovile/Desktop/Namai/223.htm
339000	Vilnius	Naujoji Vilnia	1897.352661	2418.313716	4	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	178.67	9	12	3	0	2009	http://www.aruodas.lt/namas/vilniuje/parduodamas-179-kv-m-namas-vilniuje-verbu-skg/2-221796	file:///C:/Users/Dovile/Desktop/Namai/224.htm
109000	Vilnius	Naujoji Vilnia	1415.584416	2418.313716	4	2	Namas	2	Nereikia	1	2	Irengtas	Nenauja	0	Murinis	Murinis	77	6.2	13.6	3	0	1996	http://www.aruodas.lt/namas/vilniuje/parduodamas-sklypas-su-muriniu-namu-parduodamas/2-248901	file:///C:/Users/Dovile/Desktop/Namai/225.htm
340000	Vilnius	Naujoji Vilnia	2125	2418.313716	4	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	160	4	10.3	3	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-ramioje-ir-patogioje-gyventi-vie/2-248880	file:///C:/Users/Dovile/Desktop/Namai/226.htm
255000	Vilnius	Naujoji Vilnia	2113.37643	2418.313716	4	3	Namas	2	Nereikia	1	3	Irengtas	Nenauja	0	Murinis	Murinis	120.66	6	15.2	3	0	1999	http://www.aruodas.lt/namas/vilniuje/parduodamas-triju-kambariu-namas-naujoje-vilnioj/2-248164	file:///C:/Users/Dovile/Desktop/Namai/227.htm
215000	Vilnius	Naujoji Vilnia	2670.807453	2418.313716	4	3	Namas	1	Reikia	0	2	Irengtas	Nenauja	0	Nemurinis	Medinis	80.5	8	11	3	0	1940	http://www.aruodas.lt/namas/vilniuje/parduodamas-vienaaukstis-rastinis-namas-arimu-g/2-247521	file:///C:/Users/Dovile/Desktop/Namai/228.htm
535000	Vilnius	Naujoji Vilnia	3203.592814	2418.313716	4	4	Namas	3	Reikia	0	2	Neirengtas	Nauja	1	Murinis	Murinis	167	7	10.3	3	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujas-167-m2-4k-namas-1-km-iki/2-247691	file:///C:/Users/Dovile/Desktop/Namai/229.htm
285000	Vilnius	Naujoji Vilnia	2375	2418.313716	4	3	Namas	3	Reikia	1	2	Dalinai irengtas	Nauja	1	Murinis	Murinis	120	6	11.1	3	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-vieno-auksto-12-m-individualus-namas/2-247466	file:///C:/Users/Dovile/Desktop/Namai/230.htm
150000	Vilnius	Naujoji Vilnia	1401.869159	2418.313716	4	4	Namas	1	Reikia	1	2	Irengtas	Nenauja	0	Murinis	Murinis	107	6.6	14.9	3	0	1980	http://www.aruodas.lt/namas/vilniuje/parduodamas-murinis-namas-naujojoje-vilniuje-sb/2-246734	file:///C:/Users/Dovile/Desktop/Namai/231.htm
540000	Vilnius	Naujoji Vilnia	4537.815126	2418.313716	4	4	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Nemurinis	Medinis	119	7.16	10.3	3	1	1940	http://www.aruodas.lt/namas/vilniuje/parduodamas-pilnai-suremontuotas-ir-irengtas-rasti/2-247186	file:///C:/Users/Dovile/Desktop/Namai/232.htm
449000	Vilnius	Naujoji Vilnia	2363.157895	2418.313716	4	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	190	6	10.3	3	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-kokybiskai-pastatytas-namas-patogioje/2-245904	file:///C:/Users/Dovile/Desktop/Namai/233.htm
589000	Vilnius	Naujoji Vilnia	3201.086957	2418.313716	4	5	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	184	7	9.53	2	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-kokybiskos-statybos-murinis-namas-itin/2-244508	file:///C:/Users/Dovile/Desktop/Namai/234.htm
709000	Vilnius	Naujoji Vilnia	1688.095238	2418.313716	4	6	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	420	6	11	3	0	1996	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-vaivos-gatveje-iki-miesto-centr/2-242508	file:///C:/Users/Dovile/Desktop/Namai/235.htm
550000	Vilnius	Naujoji Vilnia	1779.935275	2418.313716	4	8	Kotedzas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	309	2	12.1	3	1	1993	http://www.aruodas.lt/namas/vilniuje/parduodamas-kotedzas-naujojoje-vilnioje-birzisku/2-240755	file:///C:/Users/Dovile/Desktop/Namai/236.htm
450000	Vilnius	Naujoji Vilnia	2601.156069	2418.313716	4	5	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	173	6.14	11.5	3	0	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-173-m2-bendrojo-ploto-irengtas-individ/2-239842	file:///C:/Users/Dovile/Desktop/Namai/237.htm
