Kaina	Miestas	Rajonas	M2K	M2Vid	Gr4	Kamb	Tipas	Fizine	Remontas	Sodai	Ireng	Irengtumas	Statyba	Stat	Mur	Ntipas	Nplotas	Splotas	Atstumas iki centro (km)	AtsInt	Baldai	Metai	Nuoroda	Skelbimas
1600000	Vilnius	Verkiai	8000	3962.98866	1	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	200	12	8.32	2	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-2-aukstu-2-kv-m-bendro-ploto-16/2-244734	file:///C:/Users/Dovile/Desktop/Namai/166.htm
390000	Vilnius	Verkiai	1857.142857	3962.98866	1	5	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Murinis	210	8	8.7	2	0	2008	http://www.aruodas.lt/namas/vilniuje/sn-parduodamas-2-aukstu-murinis-21-kvm-namas-kr/2-243996	file:///C:/Users/Dovile/Desktop/Namai/167.htm
580000	Vilnius	Verkiai	2116.788321	3962.98866	1	6	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	274	6.7	8.1	2	1	1996	http://www.aruodas.lt/namas/vilniuje/parduodamas-erdvus-namas-ozkiniuose-namo-apra/2-242117	file:///C:/Users/Dovile/Desktop/Namai/168.htm
155000	Vilnius	Verkiai	2664.603748	3962.98866	1	2	Namas	1	Reikia	1	2	Irengtas	Nenauja	0	Murinis	Murinis	58.17	6	8.3	2	1	1986	http://www.aruodas.lt/namas/vilniuje/parduodamas-sodo-sklypas-su-nameliu-adresas-viln/2-241101	file:///C:/Users/Dovile/Desktop/Namai/169.htm
850000	Vilnius	Verkiai	3035.714286	3962.98866	1	5	Namas	3	Reikia	0	2	Neirengtas	Nauja	1	Murinis	Murinis	280	12	9	2	0	2009	http://www.aruodas.lt/namas/vilniuje/puikus-pasiulymas-norintiems-busta-isirengti-pagal/2-235407	file:///C:/Users/Dovile/Desktop/Namai/170.htm
489000	Vilnius	Verkiai	2523.219814	3962.98866	1	5	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Murinis	193.8	6	8.9	2	0	2006	http://www.aruodas.lt/namas/vilniuje/parduodamas-gyvenamasis-namas-sodu-bendrijoje/2-211429	file:///C:/Users/Dovile/Desktop/Namai/171.htm
850000	Vilnius	Verkiai	3828.828829	3962.98866	1	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	222	20	8.8	2	0	2009	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujos-statybos-namas-besiribojantis-s/2-207248	file:///C:/Users/Dovile/Desktop/Namai/172.htm
750000	Vilnius	Verkiai	4273.504274	3962.98866	1	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	175.5	9	8.95	2	0	2008	http://www.aruodas.lt/namas/vilniuje/salia-verkiu-regioninio-parko-netoli-nuo-gulbino/2-241762	file:///C:/Users/Dovile/Desktop/Namai/173.htm
750000	Vilnius	Verkiai	3247.174958	3962.98866	1	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	230.97	6	9	2	0	2009	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujai-rekonstruotas-dvieju-auksu-23/2-190612	file:///C:/Users/Dovile/Desktop/Namai/174.htm
265000	Vilnius	Valakampiai	2120	6839.361139	2	5	Namas	2	Nereikia	1	3	Irengtas	Nenauja	0	Murinis	Murinis	125	6	9.2	2	0	1982	http://www.aruodas.lt/namas/vilniuje/parduodamas-sodo-namas-su-garazu-puikioje-vietoje/2-244749	file:///C:/Users/Dovile/Desktop/Namai/175.htm
930000	Vilnius	Valakampiai	4428.571429	6839.361139	2	5	Kotedzas	3	Reikia	0	1	Dalinai árengtas	Nauja	1	Murinis	Murinis	210	4	8.1	2	0	2011	http://www.skelbiu.lt/skelbimai/ramioje-vietoje-aptvertoje-ramioje-vietoje-12479920.html	file:///C:/Users/Dovile/Desktop/Namai/130.htm
2100000	Vilnius	Valakampiai	8483.820143	6839.361139	2	6	Namas	4	Nereikia	0	4	Irengtas	Nauja	1	Murinis	Murinis	247.53	3	7.39	2	1	2005	http://www.aruodas.lt/namas/vilniuje/valakampiuose-zuvedru-g-pusyne-parduodamas-sub/2-242678	file:///C:/Users/Dovile/Desktop/Namai/187.html
6999999	Vilnius	Valakampiai	18041.23454	6839.361139	2	7	Namas	4	Nereikia	0	4	Irengtas	Nauja	1	Murinis	Murinis	388	30	8.1	2	1	2005	http://www.aruodas.lt/namas/vilniuje/3-8-8-kvm-vienas-prabangiausiu-namu-vilniuje-su/2-248984	file:///C:/Users/Dovile/Desktop/Namai/44.htm
900000	Vilnius	Valakampiai	3913.043478	6839.361139	2	5	Namas	3	Reikia	0	1	Dalinai árengtas	Nauja	1	Murinis	Murinis	230	14	9.4	2	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-23-m-individualus-namas-su-3-m-uki/2-240839	file:///C:/Users/Dovile/Desktop/Namai/45.htm
4999999	Vilnius	Valakampiai	13513.51081	6839.361139	2	6	Namas	4	Nereikia	0	4	Irengtas	Nauja	1	Murinis	Murinis	370	3	10.6	3	1	2007	http://www.aruodas.lt/namas/vilniuje/3-7-kvm-vienas-prabangiausiu-bustu-vilniuje-n/2-242559	file:///C:/Users/Dovile/Desktop/Namai/46.htm
795000	Vilnius	Valakampiai	4297.297297	6839.361139	2	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	185	1.5	10.6	3	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-kotedzas-antakalnyje-patrauklioje-viet/2-240180	file:///C:/Users/Dovile/Desktop/Namai/327.htm
1430000	Vilnius	Valakampiai	5257.352941	6839.361139	2	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	272	10	9.4	2	1	2010	http://www.aruodas.lt/namas/vilniuje/valakampiuose-graziame-pusyne-patogioje-vietoje/2-247522	file:///C:/Users/Dovile/Desktop/Namai/176.htm
2400000	Vilnius	Valakampiai	7973.421927	6839.361139	2	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	301	18	7.21	2	1	2000	http://www.aruodas.lt/namas/vilniuje/parduodamas-dvieju-aukstu-namas-prestizineje-vilni/2-247230	file:///C:/Users/Dovile/Desktop/Namai/177.htm
2699999	Vilnius	Valakampiai	3648.647297	6839.361139	2	6	Namas	4	Nereikia	0	4	Irengtas	Nenauja	0	Murinis	Murinis	740	12	7.54	2	0	1996	http://www.aruodas.lt/namas/vilniuje/parduodamas-prabangus-namas-su-sveciu-nameliu-pre/2-246917	file:///C:/Users/Dovile/Desktop/Namai/178.htm
915000	Vilnius	Valakampiai	4255.813953	6839.361139	2	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	215	3	8.2	2	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-isskirtineje-vietoje-kotedzasdvibuti/2-246637	file:///C:/Users/Dovile/Desktop/Namai/179.htm
3400000	Vilnius	Valakampiai	11965.09009	6839.361139	2	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	284.16	18	7.74	2	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodamas-valakampiuose-vilniaus-m-ant-neries-u/2-245865	file:///C:/Users/Dovile/Desktop/Namai/180.htm
1400000	Vilnius	Valakampiai	5490.196078	6839.361139	2	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	255	12	10.6	3	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-stilingas-255-kvm-namas-nemencines/2-240408	file:///C:/Users/Dovile/Desktop/Namai/181.htm
865000	Vilnius	Valakampiai	3777.292576	6839.361139	2	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	229	10	10.6	3	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujas-229-kvm-namas-nemencines-pl/2-240406	file:///C:/Users/Dovile/Desktop/Namai/182.htm
2100000	Vilnius	Valakampiai	8400	6839.361139	2	6	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	250	12.25	7.21	2	0	2006	http://www.aruodas.lt/namas/vilniuje/parduodamas-sublokuotas-namas-kotedzas-valakampi/2-230662	file:///C:/Users/Dovile/Desktop/Namai/183.htm
1325000	Vilnius	Valakampiai	5475.206612	6839.361139	2	7	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	242	8.7	10.6	3	1	1996	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-valakampiuose-prie-turniskiu/2-223540	file:///C:/Users/Dovile/Desktop/Namai/184.htm
869000	Vilnius	Valakampiai	5228.640193	6839.361139	2	7	Namas	1	Reikia	0	2	Irengtas	Nenauja	0	Nemurinis	Medinis	166.2	5.44	7.02	2	0	1936	http://www.aruodas.lt/namas/vilniuje/namas-adresas-valakampiai-vilniaus/2-211430	file:///C:/Users/Dovile/Desktop/Namai/185.htm
435000	Vilnius	Balsiai	2718.75	2832.599558	4	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	160	6	15.4	4	0	2010	http://www.skelbiu.lt/skelbimai/parduodamas-naujas-ir-protingai-parduodamas-11240522.html	file:///C:/Users/Dovile/Desktop/Namai/88.htm
160000	Vilnius	Balsiai	2857.142857	2832.599558	4	3	Namas	1	Reikia	1	2	Irengtas	Nenauja	0	Murinis	Murinis	56	6.1	14.6	3	1	1986	http://www.aruodas.lt/namas/vilniuje/sn-balsiu-sodu-7ojoje-g-vilniaus-m-sb-zaliej/2-246655	file:///C:/Users/Dovile/Desktop/Namai/95.html
700000	Vilnius	Balsiai	5833.333333	2832.599558	4	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	120	6	14.3	3	0	2009	http://www.aruodas.lt/namas/vilniuje/namas-randasi-bireliuose-name-irengtas-geotermini/2-241118	file:///C:/Users/Dovile/Desktop/Namai/80.htm
360000	Vilnius	Balsiai	2384.10596	2832.599558	4	6	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	151	2	13.3	3	0	2011	http://www.skelbiu.lt/skelbimai/brandaus-pusyno-apsuptyje-parduodu-151-kv-m-12547429.html	file:///C:/Users/Dovile/Desktop/Namai/66.html
395000	Vilnius	Balsiai	2123.655914	2832.599558	4	6	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Murinis	186	8	19.3	4	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujas-186-kvm-kokybiskai-is-geru/2-127933	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai1.htm
395000	Vilnius	Balsiai	2046.632124	2832.599558	4	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	193	12	16.4	4	0	2008	http://www.aruodas.lt/namas/vilniuje/salia-grazaus-misko-ir-neries-uz-balsiu-parduodama/2-127934	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai2.htm
485000	Vilnius	Balsiai	2077.710663	2832.599558	4	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	233.43	7	15.9	4	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodami-namaikotedzai-vilniaus-mieste-verkiu/2-242429	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai3.htm
390000	Vilnius	Balsiai	2135.815991	2832.599558	4	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	182.6	7	15.9	4	0	2009	http://www.aruodas.lt/namas/vilniuje/vilniaus-mieste-verkiu-regioniniame-parke-kryziok/2-243260	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai4.htm
350000	Vilnius	Balsiai	1750	2832.599558	4	3	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	200	10	15	4	0	1997	www.aruodas.lt/namas/vilniuje/balsiu-gyvenvieteje-siulome-isigyti-1a-zemes-sk/2-157494	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai5.htm
1000000	Vilnius	Balsiai	2865.329513	2832.599558	4	7	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	349	10	14.6	3	1	2001	http://www.aruodas.lt/namas/vilniuje/parduodamas-2a-namas-aitvaru-g-balsiuose-vilni/2-162102	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai6.htm
469000	Vilnius	Balsiai	1954.166667	2832.599558	4	6	Namas	2	Nereikia	1	3	Irengtas	Nenauja	0	Murinis	Murinis	240	7	14.2	3	1	1995	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikus-gyvenamasis-namas-vilniuje-ba/2-243248	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai7.htm
800000	Vilnius	Balsiai	3809.52381	2832.599558	4	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	210	5	14.6	3	0	2010	http://www.aruodas.lt/namas/vilniuje/parduodame-21-kv-m-bendro-ploto-sublokuota-nama/2-174466	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai8.htm
855000	Vilnius	Balsiai	1974.595843	2832.599558	4	6	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	433	10	14.7	3	0	1992	http://www.aruodas.lt/namas/vilniuje/parduodame-erdvu-nama-balsiuose-kauku-g-ne-soda/2-187852	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai9.htm
550000	Vilnius	Balsiai	2099.236641	2832.599558	4	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	262	10	13.7	3	0	2009	http://www.aruodas.lt/namas/vilniuje/namas-dvieju-aukstu-pirmame-aukste-didele-svetain/2-191758	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai10.htm
1049000	Vilnius	Balsiai	3485.049834	2832.599558	4	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	301	15	13.7	3	1	2002	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikus-individualus-gyvenamasis-namas/2-207143	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai11.htm
550000	Vilnius	Balsiai	2727.49814	2832.599558	4	4	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Blokinis	201.65	6	14.7	3	1	2005	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-balsiuose-adresas-balsiai-plo/2-207258	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai12.htm
720000	Vilnius	Balsiai	4355.716878	2832.599558	4	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	165.3	12	13.9	3	1	2006	http://www.aruodas.lt/namas/vilniuje/vilniaus-m-balsiuose-zilvino-g-parduodamas-pil/2-207851	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai13.htm
670000	Vilnius	Balsiai	4036.144578	2832.599558	4	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	166	6	14	3	1	2006	http://www.aruodas.lt/namas/vilniuje/parduodamas-166-kv-m-kokybiskai-pilnai-irengtas-4/2-208281	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai14.htm
450000	Vilnius	Balsiai	2571.428571	2832.599558	4	5	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Blokinis	175	6.2	15.1	4	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-balsiuosekryzioku-8-gtv-nama/2-211599	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai15.htm
370000	Vilnius	Balsiai	2846.153846	2832.599558	4	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	130	3	14.4	3	0	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-13-kv-m-kotedzas-su-daline-apdaila/2-209504	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balsiai16.htm
599999	Vilnius	Baltupiai	3389.824859	3969.02424	1	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	177	6	7.49	2	1	2008	http://www.aruodas.lt/namas/vilniuje/parduodamas-vilniaus-mieste-jaruzaleje-irengtas/2-247565	file:///C:/Users/Dovile/Desktop/Namai/128.htm
830000	Vilnius	Baltupiai	4068.627451	3969.02424	1	5	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	204	3.45	5	2	0	1992	http://www.aruodas.lt/namas/vilniuje/baltupiuose-kalvariju-g-parduodamas-kokybiskai-p/2-246994	file:///C:/Users/Dovile/Desktop/Namai/131.htm
1100000	Vilnius	Baltupiai	5500	3969.02424	1	4	Kotedzas	4	Nereikia	0	4	Irengtas	Nauja	1	Murinis	Murinis	200	4	4.92	1	1	2000	http://www.aruodas.lt/namas/vilniuje/gerai-irengtas-2-kvm-kotedzas-baltupiu-mikror/2-245900	file:///C:/Users/Dovile/Desktop/Namai/132.htm
750000	Vilnius	Baltupiai	4518.072289	3969.02424	1	4	Kotedzas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	166	2	7.35	2	1	2007	http://www.skelbiu.lt/skelbimai/erdvus-kotedzas-baltupiuose-erdvus-kotedzas-12260889.html	file:///C:/Users/Dovile/Desktop/Namai/25.html
950000	Vilnius	Baltupiai	4545.454545	3969.02424	1	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	209	7.2	5	2	1	2002	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikus-29-kvm-individualus-2-aukstu/2-171569	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt1.htm
850000	Vilnius	Baltupiai	3953.488372	3969.02424	1	5	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	215	3.45	5	2	0	1992	http://www.aruodas.lt/namas/vilniuje/parduodamas-murinis-vieno-auksto-su-marsarda-namas/2-171626	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt2.htm
1380000	Vilnius	Baltupiai	6312.900274	3969.02424	1	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	218.6	7.14	5.3	2	0	2011	http://www.aruodas.lt/namas/vilniuje/yra-gautas-salygu-savadas-2-atskiru-namu-statybai/2-199930	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt4.htm
930000	Vilnius	Baltupiai	3217.99308	3969.02424	1	6	Kotedzas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	289	5.13	4.92	1	0	1992	http://www.aruodas.lt/namas/vilniuje/parduodamas-kotedzas-baltupiuose-akrutulio-g-pr/2-207108	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt5.htm
810000	Vilnius	Baltupiai	2682.119205	3969.02424	1	5	Kotedzas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	302	1	5	2	1	1993	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikiai-irengtas-1993-metu-statybos-5/2-213862	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt6.htm
850000	Vilnius	Baltupiai	5345.91195	3969.02424	1	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	159	5.1	4.96	1	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-naujas-dvieju-auksu-159-kvm-namas-ge/2-214281	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt7.htm
917000	Vilnius	Baltupiai	4366.666667	3969.02424	1	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	210	6	4.96	1	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-namas-netoli-miesto-centro-seskineje/2-227533	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt8.htm
1088000	Vilnius	Baltupiai	4184.615385	3969.02424	1	4	Namas	4	Nereikia	1	3	Irengtas	Nauja	1	Murinis	Murinis	260	6.2	6.67	2	1	2006	http://www.aruodas.lt/namas/vilniuje/be-tarpininkunetoli-kryziaus-kelio-labai-geroje/2-225281	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt9.htm
1699900	Vilnius	Baltupiai	3953.255814	3969.02424	1	8	Namas	2	Nereikia	1	3	Irengtas	Nenauja	0	Murinis	Murinis	430	12	6.53	2	1	1996	http://www.aruodas.lt/namas/vilniuje/parduodamas-itin-erdvus-namas-baltupiuose-kalvari/2-226678	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt10.htm
930000	Vilnius	Baltupiai	4167.78704	3969.02424	1	7	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	223.14	5.13	4.92	1	0	1992	http://www.aruodas.lt/namas/vilniuje/parduodamas-67-k-namas-akrutulio-g-baltupiai/2-230665	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt11.htm
930000	Vilnius	Baltupiai	3097.93471	3969.02424	1	4	Kotedzas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	300.2	3	4.92	1	0	2000	http://www.aruodas.lt/namas/vilniuje/parduodamas-4-kambariu-321-kvm-3ju-aukstu-g/2-230764	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt12.htm
950000	Vilnius	Baltupiai	3044.871795	3969.02424	1	6	Namas	2	Nereikia	0	3	Irengtas	Nenauja	0	Murinis	Murinis	312	6	5	2	0	1997	http://www.aruodas.lt/namas/vilniuje/parduodamas-6k-312-m-namas-kalvariju-g-balt/2-230770	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt13.htm
449000	Vilnius	Baltupiai	2040.909091	3969.02424	1	5	Kotedzas	1	Reikia	0	2	Irengtas	Nenauja	0	Murinis	Murinis	220	7.43	5.3	2	0	1962	http://www.aruodas.lt/namas/vilniuje/skubiai-parduodama-dvieju-aukstu-22-kvm-namo/2-245198	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt14.htm
1500000	Vilnius	Baltupiai	3750	3969.02424	1	5	Namas	4	Nereikia	1	4	Irengtas	Nauja	1	Murinis	Murinis	400	6.8	5.61	2	0	2000	http://www.aruodas.lt/namas/vilniuje/parduodamas-5-kambariu-3-miegamuju-4-kvm-na/2-232816	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt15.htm
350000	Vilnius	Baltupiai	3271.028037	3969.02424	1	3	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	107	0.5	5	2	0	2007	http://www.aruodas.lt/namas/vilniuje/parduodu-buta-baltupiuose-kalvariju-g-nuosavo-na/2-237780	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Balt16.htm
480000	Vilnius	Pilaite	1504.702194	3192.582108	3	8	Namas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Murinis	319	6	8.83	2	0	2009	http://www.aruodas.lt/namas/vilniuje/parduodamas-dvieju-aukstu-namas-pilaiteje-pilaite/2-244389	D:/Paskaitos/III kursas/Kursinis/Duomenys/Linkai/2011.10.21/Pil1.htm
350000	Vilnius	Pilaite	2201.257862	3192.582108	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	159	12	8	2	0	2011	http://www.skelbiu.lt/skelbimai/5km-nuo-pilaites-parduodamas-5km-nuo-pilaites-11920649.html	file:///C:/Users/Dovile/Desktop/Namai/108.htm
790000	Vilnius	Pilaite	3376.068376	3192.582108	3	5	Namas	3	Reikia	0	2	Dalinai irengtas	Nauja	1	Murinis	Blokinis	234	12	7	2	0	2009	http://www.skelbiu.lt/skelbimai/parduodamas-naujos-statybos-5-parduodamas-naujos-12202582.html	file:///C:/Users/Dovile/Desktop/Namai/parduodamas-vieno-auksto-parduodamas-vieno-auksto-12293714.html
530000	Vilnius	Pilaite	1657.804191	3192.582108	3	6	Kotedzas	3	Reikia	1	1	Neirengtas	Nauja	1	Murinis	Blokinis	319.7	6	8.83	2	0	2009	http://www.skelbiu.lt/skelbimai/parduodamas-dieju-aukstu-kotedzas-parduodamas-12193004.html	file:///C:/Users/Dovile/Desktop/Namai/2.html
649000	Vilnius	Pilaite	4056.25	3192.582108	3	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Blokinis	160	15	8	2	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-16-kvm-namas-sublokuotas-su-15-a/2-247989	file:///C:/Users/Dovile/Desktop/Namai/5.html
1390000	Vilnius	Pilaite	4776.632302	3192.582108	3	6	Namas	4	Nereikia	0	4	Irengtas	Nauja	1	Murinis	Murinis	291	7.1	8.48	2	1	2007	http://www.aruodas.lt/namas/vilniuje/individualiu-namu-kvartale-pilaites-mikrorajone/2-248245	file:///C:/Users/Dovile/Desktop/Namai/188.htm
395000	Vilnius	Pilaite	2468.75	3192.582108	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	160	7.17	10.6	3	0	2011	http://www.aruodas.lt/namas/vilniuje/naujas-1-kvm-namas-prie-pat-pilaites-ir-zujunu/2-246574	file:///C:/Users/Dovile/Desktop/Namai/189.htm
470000	Vilnius	Pilaite	2611.111111	3192.582108	3	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	180	5.5	8.22	2	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodami-du-nauji-sublokuoti-kotedzai-su-daline/2-248289	file:///C:/Users/Dovile/Desktop/Namai/191.htm
599000	Vilnius	Pilaite	1750.898834	3192.582108	3	4	Kotedzas	2	Nereikia	0	4	Irengtas	Nenauja	0	Murinis	Murinis	342.11	7.36	8	2	0	1994	http://www.aruodas.lt/namas/vilniuje/konfortiskas-kotedzas-geroje-vietoje-pilaiteje/2-247676	file:///C:/Users/Dovile/Desktop/Namai/192.htm
595000	Vilnius	Pilaite	3500	3192.582108	3	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	170	9.1	8	2	0	2011	http://www.aruodas.lt/namas/vilniuje/parduodamas-pilnai-irengtas-individualus-gyvenamas/2-247241	file:///C:/Users/Dovile/Desktop/Namai/193.htm
850000	Vilnius	Pilaite	4679.585994	3192.582108	3	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	1	Murinis	Murinis	181.64	12	8	2	1	2007	http://www.aruodas.lt/namas/vilniuje/parduodamas-puikus-vieno-auksto-namas-pilaiteje/2-244079	file:///C:/Users/Dovile/Desktop/Namai/194.htm
650000	Vilnius	Pilaite	3611.111111	3192.582108	3	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	180	7	8	2	0	2008	http://www.aruodas.lt/namas/vilniuje/2-243553	file:///C:/Users/Dovile/Desktop/Namai/195.htm
510000	Vilnius	Pilaite	2684.210526	3192.582108	3	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	1	Murinis	Murinis	190	5	9.59	2	0	2009	http://www.aruodas.lt/namas/vilniuje/pilnai-irengtas-kiemas-strategiskai-labai-geroje/2-239900	file:///C:/Users/Dovile/Desktop/Namai/196.htm
